Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,CategoryTree,Product Name,Sales,Quantity,Discount,ReturnCategory
4264,CA-2017-110429,11/3/2017,11/8/2017,Standard Class,,Darrin Martin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000216,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}","Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673,3,0.7,Low Loss
3601,CA-2017-138310,6/26/2017,6/30/2017,Standard Class,NP-18700,Nora Preis,Consumer,United States,Denver,Colorado,80219,West,TEC-AC-10001990,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,Medium Profit
4082,CA-2016-140417,9/25/2016,9/29/2016,Standard Class,KE-16420,Katrina Edelman,Corporate,,Tigard,Oregon,97224,,OFF-BI-10004828,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC Poly Designer Binding Covers,5.022,1,0.7,Low Loss
2093,CA-2014-145926,11/17/2014,11/21/2014,Standard Class,MP-17470,Mark Packer,Home Office,United States,Moorhead,Minnesota,56560,Central,FUR-CH-10004289,"{'MainCategory': 'Furniture', 'SubCategory': 'Chairs'}",Global Super Steno Chair,479.9,5,0,Medium Profit
1900,CA-2014-169775,8/29/2014,9/2/2014,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,FUR-TA-10001857,"{'MainCategory': 'Furniture', 'SubCategory': 'Tables'}",Balt Solid Wood Rectangular Table,174.0585,3,0.45,High Loss
1317,CA-2016-145919,,12/23/2016,Standard Class,,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,OFF-SU-10003505,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Supplies'}",Premier Electric Letter Opener,579.3,5,0,Medium Profit
2567,CA-2017-123967,11/1/2017,11/3/2017,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226,West,OFF-BI-10001308,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC Standard Plastic Binding Systems' Combs,25.12,5,0.2,Low Profit
6142,CA-2017-121083,7/9/2017,7/15/2017,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,6040,East,OFF-ST-10002554,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Tennsco Industrial Shelving,195.64,4,0,Low Profit
7071,CA-2016-164490,9/5/2016,9/10/2016,Second Class,SU-20665,Stephanie Ulpright,,United States,Chicago,Illinois,60653,Central,OFF-PA-10004971,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 196,9.248,2,0.2,Low Profit
4486,CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000477,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 22,19.44,3,0,
6109,CA-2016-150007,9/11/2016,9/16/2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,60653,Central,,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Labels'}",Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6,2,0.2,Low Profit
2430,CA-2016-169922,6/11/2016,6/17/2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10004415,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}","Stacking Tray, Side-Loading, Legal, Smoke",12.544,7,0.6,Low Loss
9807,CA-2016-136322,10/21/2016,10/26/2016,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-BI-10004817,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC Personal VeloBind Strips,28.752,8,0.7,Low Loss
7074,CA-2016-112256,7/23/2016,7/28/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Mcallen,Texas,78501,Central,OFF-AR-10001953,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,,5,0.2,Medium Profit
2923,US-2015-141453,11/30/2015,12/3/2015,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Austin,Texas,78745,Central,OFF-BI-10000301,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC Instant Report Kit,3.882,3,0.8,Low Loss
1542,CA-2014-166884,3/11/2014,,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10003981,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",Eldon Wave Desk Accessories,8.32,5,0.2,Low Profit
2006,CA-2014-111150,12/31/2014,1/4/2015,Standard Class,,Rob Williams,Corporate,United States,Columbia,Missouri,65203,Central,OFF-AR-10000034,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}","BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,7,0,Medium Profit
6047,CA-2016-154662,6/9/2016,6/16/2016,Standard Class,BF-11215,Benjamin Farhat,Home Office,United States,Minneapolis,Minnesota,55407,Central,,"{'MainCategory': 'Furniture', 'SubCategory': 'Tables'}","Bush Cubix Conference Tables, Fully Assembled",,3,0,High Profit
7091,CA-2015-119480,1/9/2015,1/13/2015,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420,South,OFF-PA-10000474,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Easy-staple paper,106.32,3,0,Medium Profit
198,CA-2017-107720,11/6/2017,11/13/2017,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,,New Jersey,7090,East,OFF-ST-10001414,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Decoflex Hanging Personal Folder File,46.26,3,0,Medium Profit
2427,US-2017-147669,12/25/2017,12/30/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,OFF-FA-10002975,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Fasteners'}",Staples,39.312,13,0.2,Medium Profit
3661,CA-2016-161676,7/18/2016,7/23/2016,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Glendale,Arizona,85301,West,OFF-SU-10004782,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Supplies'}","Elite 5"" Scissors",33.8,5,0.2,Low Profit
6816,CA-2014-144414,6/17/2014,6/21/2014,Standard Class,GH-14425,Gary Hwang,,United States,Seattle,Washington,98105,West,FUR-FU-10003981,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",Eldon Wave Desk Accessories,6.24,3,0,Low Profit
1338,CA-2017-100524,3/31/2017,4/2/2017,Second Class,,Chad McGuire,Consumer,United States,New York City,New York,10011,East,FUR-FU-10004018,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",Tensor Computer Mounted Lamp,29.78,2,0,Low Profit
4101,US-2017-102288,6/19/2017,6/23/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,,Houston,Texas,77095,Central,OFF-AP-10004655,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}","Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",2.264,1,0.8,Low Loss
4454,CA-2016-147137,7/4/2016,7/6/2016,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10001811,"{'MainCategory': 'Furniture', 'SubCategory': 'Bookcases'}","Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,5,0.15,High Profit
1828,CA-2016-109344,2/8/2016,2/11/2016,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10002624,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Samsung Galaxy S4 Mini,1127.976,3,0.2,
9196,CA-2014-146843,11/30/2014,,Standard Class,PB-19150,Philip Brown,Consumer,United States,Avondale,Arizona,85323,West,TEC-AC-10002550,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",102.24,4,0.2,Low Loss
5046,CA-2016-158694,11/10/2016,11/13/2016,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,OFF-ST-10001496,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Standard Rollaway File with Lock,720.76,4,0,High Profit
5931,US-2017-169551,7/7/2017,7/9/2017,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10004100,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 216,15.552,3,0.2,Low Profit
1841,CA-2014-117345,8/1/2014,8/5/2014,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002377,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1916,78.304,2,0.2,Medium Profit
9958,US-2014-143287,11/11/2014,11/17/2014,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,,New York,10801,East,OFF-PA-10004039,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1882,223.92,4,0,High Profit
9491,CA-2017-111738,1/3/2017,,Standard Class,,Christopher Martinez,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10004584,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC ProClick 150 Presentation Binding System,2022.272,8,0.2,High Profit
8670,CA-2015-158918,12/20/2015,12/25/2015,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10004947,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Easy-staple paper,17.12,4,0,Low Profit
2531,CA-2014-111500,8/17/2014,8/21/2014,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-PA-10000595,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1929,114.2,5,0,Medium Profit
4887,CA-2016-163167,11/28/2016,12/1/2016,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,FUR-CH-10004477,"{'MainCategory': 'Furniture', 'SubCategory': 'Chairs'}","Global Push Button Manager's Chair, Indigo",182.67,3,0,Medium Profit
694,CA-2015-131534,,4/2/2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000743,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1977,,5,0,
660,CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,Cassandra Brandow,,United States,Arlington,Texas,76017,Central,,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}","Hot File 7-Pocket, Floor Stand",999.432,7,0.2,High Profit
8137,CA-2016-118073,8/12/2016,8/16/2016,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Lakeland,Florida,33801,South,FUR-TA-10002533,"{'MainCategory': 'Furniture', 'SubCategory': 'Tables'}",BPI Conference Tables,562.2925,7,0.45,High Loss
7384,CA-2016-105732,9/13/2016,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,OFF-PA-10002250,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Things To Do Today Pad,17.61,3,0,Low Profit
9277,CA-2016-113236,5/26/2016,5/29/2016,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Delray Beach,Florida,33445,South,TEC-AC-10001267,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,47.92,2,0.2,Medium Profit
2786,CA-2015-149972,9/21/2015,9/23/2015,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,90036,West,FUR-CH-10004997,"{'MainCategory': 'Furniture', 'SubCategory': 'Chairs'}",Hon Every-Day Series Multi-Task Chairs,601.536,4,0.2,Low Profit
5390,CA-2017-164707,,2/21/2017,Second Class,CV-12805,Cynthia Voltz,,United States,Los Angeles,California,90045,West,OFF-LA-10004345,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Labels'}",Avery 493,9.82,2,0,Low Profit
2245,CA-2017-103380,11/21/2017,11/25/2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-FA-10004248,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Fasteners'}",Advantus T-Pin Paper Clips,9.02,2,0,Low Profit
1959,CA-2017-110905,9/10/2017,9/15/2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10003669,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",3M Organizer Strips,16.2,3,0,Low Profit
5309,CA-2017-131254,11/19/2017,11/21/2017,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10003774,"{'MainCategory': 'Furniture', 'SubCategory': 'Chairs'}","Global Wood Trimmed Manager's Task Chair, Khaki",191.058,3,0.3,Low Loss
5029,CA-2014-151792,9/2/2014,9/7/2014,Second Class,CV-12295,Christina VanderZanden,Consumer,United States,Chicago,Illinois,60653,Central,TEC-AC-10001606,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Logitech Wireless Performance Mouse MX for PC and Mac,239.976,3,0.2,Medium Profit
4883,CA-2017-143567,11/2/2017,11/5/2017,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10001580,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Super Decoflex Portable Personal File,59.92,4,0,Medium Profit
7306,CA-2014-137274,3/29/2014,4/2/2014,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Plano,Texas,75023,Central,FUR-TA-10001889,"{'MainCategory': 'Furniture', 'SubCategory': 'Tables'}",Bush Advantage Collection Racetrack Conference Table,890.841,3,0.3,High Loss
624,CA-2015-138009,11/29/2015,12/3/2015,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AP-10000179,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5,0.1,High Profit
3108,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001471,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Strathmore Photo Frame Cards,21.93,3,0,Medium Profit
3152,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-MA-10000418,"{'MainCategory': 'Technology', 'SubCategory': 'Machines'}",Cubify CubeX 3D Printer Double Head Print,1799.994,2,0.7,High Loss
4372,US-2016-165078,11/5/2016,11/10/2016,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-LA-10000414,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Labels'}",Avery 503,51.75,5,0,Medium Profit
2951,CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,OFF-PA-10002160,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1978,23.12,5,0.2,Low Profit
1296,CA-2015-138898,5/25/2015,5/29/2015,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Pueblo,Colorado,81001,West,OFF-AP-10004487,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728,13,0.2,Medium Profit
8589,CA-2015-138492,5/15/2015,5/22/2015,Standard Class,FC-14335,Fred Chung,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002583,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Fellowes Neat Ideas Storage Cubes,51.968,2,0.2,Low Loss
2856,CA-2017-169810,7/25/2017,7/31/2017,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Sioux Falls,South Dakota,57103,Central,OFF-LA-10003663,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Labels'}",Avery 498,20.23,7,0,Low Profit
3630,CA-2017-155957,11/26/2017,11/30/2017,Standard Class,CC-12610,Corey Catlett,Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10002082,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Holmes HEPA Air Purifier,52.272,3,0.2,Low Profit
8816,CA-2015-144274,11/23/2015,11/25/2015,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805,East,OFF-PA-10001583,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}","1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",44.1,6,0,Medium Profit
2717,CA-2017-128475,8/26/2017,9/1/2017,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000158,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0,Medium Profit
3240,US-2016-127971,11/20/2016,11/27/2016,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,TEC-PH-10003095,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Samsung HM1900 Bluetooth Headset,122.92,7,0.2,Medium Profit
8069,US-2015-160563,10/20/2015,10/24/2015,Standard Class,NS-18640,Noel Staavos,Corporate,United States,San Francisco,California,94109,West,FUR-FU-10001731,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",Acrylic Self-Standing Desk Frames,16.02,6,0,Low Profit
2780,CA-2017-108322,4/30/2017,5/5/2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,33068,South,TEC-AC-10003433,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Maxell 4.7GB DVD+R 5/Pack,2.376,3,0.2,Low Profit
1795,CA-2016-140774,9/5/2016,9/10/2016,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,66062,Central,OFF-AR-10004022,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,3,0,Medium Profit
5279,CA-2014-159681,12/7/2014,12/13/2014,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Virginia Beach,Virginia,23464,South,OFF-PA-10003641,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1909,105.52,4,0,Medium Profit
2617,CA-2017-147942,4/1/2017,4/5/2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003663,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Labels'}",Avery 498,5.78,2,0,Low Profit
8027,CA-2015-132465,9/11/2015,9/15/2015,Second Class,DM-13525,Don Miller,Corporate,United States,New York City,New York,10035,East,OFF-ST-10003641,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Space Solutions Industrial Galvanized Steel Shelving.,78.8,1,0,Low Profit
8655,CA-2014-142769,9/13/2014,9/13/2014,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003399,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,0,Medium Profit
7652,CA-2017-110821,8/7/2017,8/8/2017,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Dallas,Texas,75081,Central,TEC-AC-10001552,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Logitech K350 2.4Ghz Wireless Keyboard,119.448,3,0.2,Low Loss
9035,CA-2015-148873,10/1/2015,10/5/2015,Standard Class,EM-13960,Eric Murdock,Consumer,United States,Quincy,Illinois,62301,Central,OFF-BI-10003196,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Accohide Poly Flexible Ring Binders,2.992,4,0.8,Low Loss
1308,CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-BI-10000320,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC Plastic Binding Combs,17.712,3,0.2,Low Profit
5968,CA-2016-166912,1/15/2016,1/17/2016,First Class,BE-11335,Bill Eplett,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001033,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1893,81.98,2,0,Medium Profit
